Location Zone,Casino,Restaurant,Day of Week,Start Time,End Time,Drinks,Food,Start Time Clean,End Time Clean,Is Sunday,Is Monday,Is Tuesday,Is Wednesday,Is Thursday,Is Friday,Is Saturday,Drink Min Price,Cheapest Drink,Food Min Price,Cheapest Food Item
Strip,Peppermill,Peppermill Fireside Lounge,Daily,3:00 PM,6:00 PM,"Special pricing on wells, select beers & house wines",½ off select appetizers,3:00:00 PM,6:00:00 PM,1,1,1,1,1,1,1,0,,0,
Strip,Perry’s Pizzeria & Taphouse,Perry’s Pizzeria & Taphouse,Daily,12:00 AM,11:59 PM,$7 for 2 pints,$10 slice & pint,12:00:00 AM,11:59:00 PM,1,1,1,1,1,1,1,7,$7 for 2 pints,10,$10 slice & pint
Strip,Resorts World,AQUA,Mon–Fri,4:00 PM,6:00 PM,$12–$15 wine & cocktails,Bar bites from $8,4:00:00 PM,6:00:00 PM,0,1,1,1,1,1,0,12,$12–$15 wine & cocktails,8,Bar bites from $8
Strip,Resorts World,Brezza,Daily,3:00 PM,6:00 PM,—,Cicchetti small bites,3:00:00 PM,6:00:00 PM,1,1,1,1,1,1,1,0,,0,
Strip,Resorts World,Crossroads Kitchen,Mon–Sat,4:00 PM,5:30 PM,$10 drinks,$10 plates,4:00:00 PM,5:30:00 PM,0,1,1,1,1,1,1,10,$10 drinks,10,$10 plates
Strip,Resorts World,FUHU,Tue–Sat,5:00 PM,7:00 PM,—,50% off small plates & sushi,5:00:00 PM,7:00:00 PM,0,0,1,1,1,1,1,0,,50,50% off small plates & sushi
Strip,Resorts World,Kusa Nori,Daily,4:00 PM,5:30 PM,"$8 beers, $8 sake bombs, $13 cocktails",$7–$11 sushi & discounted bites,4:00:00 PM,5:30:00 PM,1,1,1,1,1,1,1,8,$8 beers,7,$7–$11 sushi & discounted bites
Strip,Resorts World,RedTail,Thu–Mon,7:00 PM,8:00 PM,"Discounted beer, wine & cocktails","$10 snacks, wings & sandwiches",7:00:00 PM,8:00:00 PM,1,1,0,0,1,1,1,0,,10,$10 snacks
Strip,Resorts World,Stubborn Seed,Daily,4:00 PM,6:00 PM,Cocktails from $16,Small plates from $14,4:00:00 PM,6:00:00 PM,1,1,1,1,1,1,1,16,Cocktails from $16,14,Small plates from $14
Strip,Resorts World,¡VIVA! Mexican Restaurant,Daily,3:00 PM,5:00 PM,"$6 beer, $6 house wine, $12 margarita",Food specials,3:00:00 PM,5:00:00 PM,1,1,1,1,1,1,1,6,$6 beer,0,
Strip,SAHARA,Balla Italian Soul,Daily,5:00 PM,6:00 PM,$6–$10 wine & cocktails,$5–$15 appetizers,5:00:00 PM,6:00:00 PM,1,1,1,1,1,1,1,6,$6–$10 wine & cocktails,5,$5–$15 appetizers
Strip,SAHARA,Balla Italian Soul,Daily,9:00 PM,10:00 PM,$6–$10 wine & cocktails,$5–$15 appetizers,9:00:00 PM,10:00:00 PM,1,1,1,1,1,1,1,6,$6–$10 wine & cocktails,5,$5–$15 appetizers
Strip,SAHARA,Casbar Lounge,Daily,3:00 PM,5:00 PM,"½ off wells & wine, BOGO beers",—,3:00:00 PM,5:00:00 PM,1,1,1,1,1,1,1,0,,0,
Strip,SAHARA,Casbar Lounge,Daily,8:00 PM,9:00 PM,"½ off wells & wine, BOGO beers",—,8:00:00 PM,9:00:00 PM,1,1,1,1,1,1,1,0,,0,
Strip,SAHARA,Casbar Lounge,Daily,All Day,All Day,$7 prosecco,—,12:00:00 AM,11:59:00 PM,1,1,1,1,1,1,1,7,$7 prosecco,0,
Strip,SAHARA,Chickie’s & Pete’s,Mon–Fri,2:00 PM,5:00 PM,50% off draft beers,—,2:00:00 PM,5:00:00 PM,0,1,1,1,1,1,0,50,50% off draft beers,0,
Strip,SAHARA,Uno Más Street Tacos + Spirits,Daily,Open,6:00 PM,"$5 margaritas, $7 beers, $10 wine",$5–$10 appetizers,12:00:00 AM,6:00:00 PM,1,1,1,1,1,1,1,5,$5 margaritas,5,$5–$10 appetizers
Strip,STRAT,108 Eats & 108 Drinks,Mon–Thu,3:00 PM,7:00 PM,2-for-1 cocktails,2-for-1 appetizers,3:00:00 PM,7:00:00 PM,0,1,1,1,1,0,0,2,2-for-1 cocktails,2,2-for-1 appetizers
Strip,STRAT,Atomic Golf,Tuesday,All Day,All Day,$5 tequila shots,$5 tacos,12:00:00 AM,11:59:00 PM,0,0,1,0,0,0,0,5,$5 tequila shots,5,$5 tacos
Strip,STRAT,Atomic Golf,Sat–Sun,Open,2:00 PM,$25 bottomless Bloody Marys & Mimosas,—,12:00:00 AM,2:00:00 PM,1,0,0,0,0,0,1,25,$25 bottomless Bloody Marys & Mimosas,0,
Strip,STRAT,McCall’s Heartland Grill,Thu–Sun,4:00 PM,6:00 PM,2-for-1 beer & wine,—,4:00:00 PM,6:00:00 PM,1,0,0,0,1,1,1,2,2-for-1 beer & wine,0,
Strip,STRAT,McCall’s Heartland Grill,Fri–Sat,10:00 PM,11:59 PM,2-for-1 beer & wine,—,10:00:00 PM,11:59:00 PM,0,0,0,0,0,1,1,2,2-for-1 beer & wine,0,
Strip,STRAT,Mimosa Mornings,Sat–Sun,10:00 AM,2:00 PM,$28.99 bottomless mimosas,—,10:00:00 AM,2:00:00 PM,1,0,0,0,0,0,1,28.99,$28.99 bottomless mimosas,0,
Strip,STRAT,Swim & Social,Seasonal,Last Hour,Close,50% off cocktails,—,,11:59:00 PM,0,0,0,0,0,0,0,50,50% off cocktails,0,
Strip,STRAT,Sugar Factory,Varies,Varies,Varies,2-for-1 drinks,10% off appetizers,,,0,0,0,0,0,0,0,2,2-for-1 drinks,10,10% off appetizers
Strip,Treasure Island,Big Chill,Thu–Sun,1:00 PM,6:00 PM,"$10 20oz beers, $14 frozen cocktails, $15 margaritas",—,1:00:00 PM,6:00:00 PM,1,0,0,0,1,1,1,10,$10 20oz beers,0,
Strip,Treasure Island,Breeze Bar,Daily,10:00 AM,6:00 PM,$5 select draft beers,—,10:00:00 AM,6:00:00 PM,1,1,1,1,1,1,1,5,$5 select draft beers,0,
Strip,Treasure Island,The Cove Bar & Arcade,Daily,All Day,All Day,"$17 specialty cocktails, $35 beer buckets",—,12:00:00 AM,11:59:00 PM,1,1,1,1,1,1,1,17,$17 specialty cocktails,0,
Strip,Treasure Island,Gilley’s Las Vegas,Daily,10:00 AM,6:00 PM,$5 select draft beers,—,10:00:00 AM,6:00:00 PM,1,1,1,1,1,1,1,5,$5 select draft beers,0,
Strip,Treasure Island,Golden Circle Sportsbook & Bar,Daily,10:00 AM,6:00 PM,$5 select draft beers,—,10:00:00 AM,6:00:00 PM,1,1,1,1,1,1,1,5,$5 select draft beers,0,
Strip,Treasure Island,Margarita Bar (Valet),Daily,Open,4:00 PM,"$10 20oz draft beer, $14 frozen cocktails, $15 margaritas",—,12:00:00 AM,4:00:00 PM,1,1,1,1,1,1,1,10,$10 20oz draft beer,0,
Strip,Venetian & Palazzo,BRERA Osteria,Daily,2:00 PM,5:00 PM,"Cocktail, beer & wine specials",½ off pizza,2:00:00 PM,5:00:00 PM,1,1,1,1,1,1,1,0,,0,
Strip,Venetian & Palazzo,Buddy V’s Ristorante,Daily,3:00 PM,5:30 PM,"$5 beer, wine & cocktails",$6 small bites,3:00:00 PM,5:30:00 PM,1,1,1,1,1,1,1,5,$5 beer,6,$6 small bites
Strip,Venetian & Palazzo,Canaletto,Daily,4:00 PM,6:00 PM,"$8 beer, $9 wine, $10 cocktails",$11–$16 antipasto & pizza,4:00:00 PM,6:00:00 PM,1,1,1,1,1,1,1,8,$8 beer,11,$11–$16 antipasto & pizza
Strip,Venetian & Palazzo,Cañonita Mexican Restaurant,Mon–Thu,2:00 PM,5:00 PM,"$6 beer & wells, $7 wine & cocktails",Discounted bites from $12,2:00:00 PM,5:00:00 PM,0,1,1,1,1,0,0,6,$6 beer & wells,12,Discounted bites from $12
Strip,Venetian & Palazzo,CHICA,Sun–Thu,3:00 PM,6:00 PM,$10 cocktails,$10 bites,3:00:00 PM,6:00:00 PM,1,1,1,1,1,0,0,10,$10 cocktails,10,$10 bites
Strip,Venetian & Palazzo,Cut by Wolfgang Puck,Daily,3:00 PM,5:00 PM,$12 highballs,$12 handrolls,3:00:00 PM,5:00:00 PM,1,1,1,1,1,1,1,12,$12 highballs,12,$12 handrolls
Strip,Venetian & Palazzo,Double Helix Wine Bar,Daily,4:30 PM,6:30 PM,Happy Hour drinks,Happy Hour appetizers,4:30:00 PM,6:30:00 PM,1,1,1,1,1,1,1,0,,0,
Strip,Venetian & Palazzo,Electra,Daily,5:00 PM,7:00 PM,"$6 beer, $8 cocktails, $9 wine",—,5:00:00 PM,7:00:00 PM,1,1,1,1,1,1,1,6,$6 beer,0,
Strip,Venetian & Palazzo,estiatorio Milos,Daily,3:00 PM,5:00 PM,Cocktail specials,Bar bites,3:00:00 PM,5:00:00 PM,1,1,1,1,1,1,1,0,,0,
Strip,Venetian & Palazzo,Flight Club,Sun–Fri,3:00 PM,6:00 PM,"$6 draft beer, $10 wine, $8 cocktails","$2.70 oysters, $7–$12 bites",3:00:00 PM,6:00:00 PM,1,1,1,1,1,1,0,6,$6 draft beer,2.7,$2.70 oysters
Strip,Venetian & Palazzo,Grand Lux Cafe,Mon–Fri,4:00 PM,6:30 PM,"$7 drafts, cocktails from $10",$11.50 select appetizers,4:00:00 PM,6:30:00 PM,0,1,1,1,1,1,0,7,$7 drafts,11.5,$11.50 select appetizers
Strip,Venetian & Palazzo,Grimaldi’s Pizzeria,Tuesday,All Day,All Day,½ off wine,—,12:00:00 AM,11:59:00 PM,0,0,1,0,0,0,0,0,,0,
Strip,Venetian & Palazzo,HaSalon,Tue–Sat,5:00 PM,8:00 PM,"$6 beer, $12 wine",Bites from $10,5:00:00 PM,8:00:00 PM,0,0,1,1,1,1,1,6,$6 beer,10,Bites from $10
Strip,Venetian & Palazzo,KAMU Ultra Karaoke,Mon–Thu,6:00 PM,10:00 PM,—,Karaoke room $70/hr,6:00:00 PM,10:00:00 PM,0,1,1,1,1,0,0,0,,70,Karaoke room $70/hr
Strip,Venetian & Palazzo,Liam’s Den & Bubble Bar,Daily,3:00 PM,6:00 PM,$5 off champagne & cocktails,—,3:00:00 PM,6:00:00 PM,1,1,1,1,1,1,1,5,$5 off champagne & cocktails,0,
Strip,Venetian & Palazzo,Mercato della Pescheria,Daily,3:00 PM,6:00 PM,Drink specials,Select appetizers ~$7,3:00:00 PM,6:00:00 PM,1,1,1,1,1,1,1,0,,7,Select appetizers ~$7
Strip,Venetian & Palazzo,Rock House,Mon–Fri,2:00 PM,6:00 PM,"$7 draft beers, house wine & wells",Happy Hour appetizers,2:00:00 PM,6:00:00 PM,0,1,1,1,1,1,0,7,$7 draft beers,0,
Strip,Venetian & Palazzo,Sugarcane Raw Bar & Grill,Sun–Thu,3:00 PM,6:00 PM,"$7 beer, $8 wine, $8 cocktails","$2.50 oysters, $5–$9 appetizers",3:00:00 PM,6:00:00 PM,1,1,1,1,1,0,0,7,$7 beer,2.5,$2.50 oysters
Strip,Venetian & Palazzo,Sugarcane Raw Bar & Grill,Sun–Thu,10:00 PM,11:59 PM,"$7 beer, $8 wine, $8 cocktails","$2.50 oysters, $5–$9 appetizers",10:00:00 PM,11:59:00 PM,1,1,1,1,1,0,0,7,$7 beer,2.5,$2.50 oysters
Strip,Venetian & Palazzo,SUSHISAMBA,Sun–Fri,3:00 PM,6:00 PM,Up to 50% off drinks,Up to 50% off food,3:00:00 PM,6:00:00 PM,1,1,1,1,1,1,0,50,Up to 50% off drinks,50,Up to 50% off food
Strip,Venetian & Palazzo,TAO Asian Bistro,Sun–Wed,8:30 PM,10:00 PM,"$10 cocktails, sake & wine",$10 bites,8:30:00 PM,10:00:00 PM,1,1,1,1,0,0,0,10,$10 cocktails,10,$10 bites
Strip,Venetian & Palazzo,TAO Asian Bistro,Thu–Sun,9:30 PM,11:00 PM,"$10 cocktails, sake & wine",$10 bites,9:30:00 PM,11:00:00 PM,1,0,0,0,1,1,1,10,$10 cocktails,10,$10 bites
Strip,Venetian & Palazzo,WAKUDA,Mon–Fri,3:00 PM,6:00 PM,Drinks from $6,Small bites,3:00:00 PM,6:00:00 PM,0,1,1,1,1,1,0,6,Drinks from $6,0,
Strip,Venetian & Palazzo,The X Pot,Daily,5:00 PM,8:00 PM,50% off beer & wells,50% off bar food,5:00:00 PM,8:00:00 PM,1,1,1,1,1,1,1,50,50% off beer & wells,50,50% off bar food
Strip,Bellagio,Harvest,Daily,4:30 PM,5:30 PM,"Special pricing on signature cocktails (Harvest Mule, Old Fashioned, Boulevardier, Lychee Martini, Harvest Spritz, Blood Orange Margarita)","Special pricing on shareables (Shishito Peppers, Bone Marrow, Pork Belly Lettuce Wraps, Salt & Pepper Shrimp, Seasonal Flatbread, Artisan Cheese Board, Hanger Steak Crostini)",4:30:00 PM,5:30:00 PM,1,1,1,1,1,1,1,0,,0,
Fremont,18 Bin,18 Bin,Daily,5:00 PM,8:00 PM,"$5 draft beer, $6 wine, $6 wells, $7 seltzers & RTDs",$7–$12 appetizers,5:00:00 PM,8:00:00 PM,1,1,1,1,1,1,1,5,$5 draft beer,7,$7–$12 appetizers
Fremont,18 Bin,18 Bin,Mon–Thu,11:00 AM,3:00 PM,Beer included,$7 smash burger + beer,11:00:00 AM,3:00:00 PM,0,1,1,1,1,0,0,0,,7,$7 smash burger + beer
Fremont,Atomic Liquors,Atomic Liquors,Daily,12:00 PM,11:59 PM,"$7–$8 beers, $11–$14 cocktails",$7–$15 food,12:00:00 PM,11:59:00 PM,1,1,1,1,1,1,1,7,$7–$8 beers,7,$7–$15 food
Fremont,Bangkok Street Thai Kitchen,Bangkok Street Thai Kitchen,Daily,All Day,All Day,"$5 draft beer, $5 sake bomb, $5 sparkling wine",$10 food specials (10 items),12:00:00 AM,11:59:00 PM,1,1,1,1,1,1,1,5,$5 draft beer,10,$10 food specials (10 items)
Fremont,Bin 702,Bin 702,Daily,3:00 PM,6:00 PM,"$5 draft beer, $6 well cocktails, $7 wine, $20 wine bottles",—,3:00:00 PM,6:00:00 PM,1,1,1,1,1,1,1,5,$5 draft beer,0,
Fremont,California Hotel & Casino,All Casino Bars,Daily,12:00 AM,11:59 PM,$4 Heineken,—,12:00:00 AM,11:59:00 PM,1,1,1,1,1,1,1,4,$4 Heineken,0,
Fremont,California Hotel & Casino,Cat’s Meow,Daily,5:00 PM,8:00 PM,2-for-1 drinks,—,5:00:00 PM,8:00:00 PM,1,1,1,1,1,1,1,2,2-for-1 drinks,0,
Fremont,Circa,8 East,Daily,3:00 PM,5:00 PM,Happy Hour drinks,Happy Hour appetizers,3:00:00 PM,5:00:00 PM,1,1,1,1,1,1,1,0,,0,
Fremont,Circa,Corduroy,Mon–Wed,5:00 PM,11:59 PM,"$3 PBR, $5 domestic, $6 wells, $9 martinis",—,5:00:00 PM,11:59:00 PM,0,1,1,1,0,0,0,3,$3 PBR,0,
Fremont,Circa,Corduroy,Thu–Sun,5:00 PM,8:00 PM,"$3 PBR, $5 domestic, $6 wells, $9 martinis",—,5:00:00 PM,8:00:00 PM,1,0,0,0,1,1,1,3,$3 PBR,0,
Fremont,Downtown Grand,Fat Cat Las Vegas,Wed–Fri,5:00 PM,7:00 PM,"$4 draft beer, $5 wells",—,5:00:00 PM,7:00:00 PM,0,0,0,1,1,1,0,4,$4 draft beer,0,
Fremont,Downtown Grand,Hotdog Cart,Daily,All Day,All Day,$3 PBR,$3 Nathan’s hot dog,12:00:00 AM,11:59:00 PM,1,1,1,1,1,1,1,3,$3 PBR,3,$3 Nathan’s hot dog
Fremont,Downtown Grand,Hot N Juicy Crawfish,Mon–Thu,3:00 PM,7:00 PM,"$2 off beer, $8 margaritas",Happy Hour food,3:00:00 PM,7:00:00 PM,0,1,1,1,1,0,0,2,$2 off beer,0,
Fremont,Downtown Grand,Pizza Rock,Mon–Thu,3:00 PM,6:00 PM,"$2 off beer & wine, $5 24oz PBR, $9 cocktails","$7–$9 eats, $8–$9 personal pizza",3:00:00 PM,6:00:00 PM,0,1,1,1,1,0,0,2,$2 off beer & wine,7,$7–$9 eats
Fremont,Downtown Grand,Triple George Grill,Mon–Fri,3:00 PM,6:00 PM,"$5 bottled beer, $6 draft beer, wine & wells, $10 margaritas",$8–$34 bites,3:00:00 PM,6:00:00 PM,0,1,1,1,1,1,0,5,$5 bottled beer,8,$8–$34 bites
Fremont,El Cortez,All Casino Bars,Daily,12:00 AM,11:59 PM,$6 drink of the month,—,12:00:00 AM,11:59:00 PM,1,1,1,1,1,1,1,6,$6 drink of the month,0,
Fremont,El Cortez,Parlor Bar,Daily,5:00 PM,7:00 PM,"$5 Bud Light & Coors drafts, $6 select cocktails, $7 house margaritas, mimosas & wine",—,5:00:00 PM,7:00:00 PM,1,1,1,1,1,1,1,5,$5 Bud Light & Coors drafts,0,
Fremont,El Cortez,ShowBar,Daily,3:00 PM,6:00 PM,"$10 beer & shot combos, specialty drinks",—,3:00:00 PM,6:00:00 PM,1,1,1,1,1,1,1,10,$10 beer & shot combos,0,
Fremont,El Cortez,ShowBar,Daily,12:00 AM,3:00 AM,"$10 beer & shot combos, specialty drinks",—,12:00:00 AM,3:00:00 AM,1,1,1,1,1,1,1,10,$10 beer & shot combos,0,
Fremont,El Cortez,Eureka,Daily,3:00 PM,6:00 PM,"$6 drafts, $8 wine, $8.50 cocktails",$7–$13 food,3:00:00 PM,6:00:00 PM,1,1,1,1,1,1,1,6,$6 drafts,7,$7–$13 food
Fremont,El Cortez,Eureka,Daily,9:00 PM,11:59 PM,"$6 drafts, $8 wine, $8.50 cocktails",$7–$13 food,9:00:00 PM,11:59:00 PM,1,1,1,1,1,1,1,6,$6 drafts,7,$7–$13 food
Fremont,Evel Pie,Evel Pie,Daily,All Day,All Day,$8 beer & cheese slice,—,12:00:00 AM,11:59:00 PM,1,1,1,1,1,1,1,8,$8 beer & cheese slice,0,
Fremont,Fat Sal’s,Fat Sal’s,Tuesday,All Day,All Day,$1 beers,—,12:00:00 AM,11:59:00 PM,0,0,1,0,0,0,0,1,$1 beers,0,
Fremont,Fergusons Downtown,F The Bar,Varies,Varies,Varies,Call for current specials,—,,,0,0,0,0,0,0,0,0,,0,
Fremont,Fin & Feathers,Fin & Feathers,Mon–Fri,12:00 PM,8:00 PM,—,$5 food specials,12:00:00 PM,8:00:00 PM,0,1,1,1,1,1,0,0,,5,$5 food specials
Fremont,Fin & Feathers,Fin & Feathers,Saturday,5:00 PM,8:00 PM,—,$5 food specials,5:00:00 PM,8:00:00 PM,0,0,0,0,0,0,1,0,,5,$5 food specials
Fremont,Fin & Feathers,Fin & Feathers,Sunday,6:00 PM,11:59 PM,—,$5 food specials,6:00:00 PM,11:59:00 PM,1,0,0,0,0,0,0,0,,5,$5 food specials
Fremont,Fremont Hotel,All Casino Bars,Daily,12:00 AM,11:59 PM,$4 Heineken & Modelo,—,12:00:00 AM,11:59:00 PM,1,1,1,1,1,1,1,4,$4 Heineken & Modelo,0,
Fremont,Fremont Hotel,Lanai Express,Daily,All Day,All Day,—,$3.99 shrimp cocktail,12:00:00 AM,11:59:00 PM,1,1,1,1,1,1,1,0,,3.99,$3.99 shrimp cocktail
Fremont,Fremont Hotel,Tony Roma’s,Daily,4:30 PM,6:30 PM,—,$15.99 prime rib dinner,4:30:00 PM,6:30:00 PM,1,1,1,1,1,1,1,0,,15.99,$15.99 prime rib dinner
Fremont,Fremont Hotel,Tony Roma’s,Daily,9:00 PM,11:00 PM,—,$17.99 steak & lobster dinner,9:00:00 PM,11:00:00 PM,1,1,1,1,1,1,1,0,,17.99,$17.99 steak & lobster dinner
Fremont,Garagiste Wine Room & Merchant,Garagiste Wine Room & Merchant,Mon–Fri,3:00 PM,6:00 PM,$7 select wines,—,3:00:00 PM,6:00:00 PM,0,1,1,1,1,1,0,7,$7 select wines,0,
Fremont,Golden Gate,Bar Prohibition!,Daily,6:00 PM,7:00 PM,Free open bar,—,6:00:00 PM,7:00:00 PM,1,1,1,1,1,1,1,0,,0,
Fremont,Golden Nugget,Cadillac Mexican Kitchen,Mon–Thu,3:00 PM,5:00 PM,"$5 draft beer, wine & house margaritas",$5–$10 bites,3:00:00 PM,5:00:00 PM,0,1,1,1,1,0,0,5,$5 draft beer,5,$5–$10 bites
Fremont,Golden Nugget,Charthouse,Mon–Fri,4:00 PM,6:00 PM,"$6 beer, $8 premium spirits, $9 cocktails, $10 wine",$8–$12 eats,4:00:00 PM,6:00:00 PM,0,1,1,1,1,1,0,6,$6 beer,8,$8–$12 eats
Fremont,Gold Spike,Gold Spike,Daily,3:00 PM,6:00 PM,"$5 draft beer, $5 wells, $7 select cocktails",—,3:00:00 PM,6:00:00 PM,1,1,1,1,1,1,1,5,$5 draft beer,0,
Fremont,Gold Spike,Gold Spike,Daily,3:00 AM,6:00 AM,"$5 draft beer, $5 wells, $7 select cocktails",—,3:00:00 AM,6:00:00 AM,1,1,1,1,1,1,1,5,$5 draft beer,0,
Fremont,Neonopolis,Hammered Harry’s,Mon–Fri,11:00 AM,7:00 PM,"$3.50 draft beer, $3 wells, $4 house margaritas, $5 frozen margaritas",$5 select appetizers,11:00:00 AM,7:00:00 PM,0,1,1,1,1,1,0,3.5,$3.50 draft beer,5,$5 select appetizers
Fremont,Hennessey’s Tavern,Hennessey’s Tavern,Mon–Fri,4:00 PM,7:00 PM,"$7–$9 beer, wine & cocktails, $11 beer & shot combos",$8 snacks,4:00:00 PM,7:00:00 PM,0,1,1,1,1,1,0,7,$7–$9 beer,8,$8 snacks
Fremont,Holstein’s Shakes and Buns,Holstein’s Shakes and Buns,Mon–Fri,3:00 PM,6:00 PM,"$5 beer, wine & wells",$6–$16 bites,3:00:00 PM,6:00:00 PM,0,1,1,1,1,1,0,5,$5 beer,6,$6–$16 bites
Fremont,Holstein’s Shakes and Buns,Holstein’s Shakes and Buns,Wednesday,8:00 PM,10:00 PM,"$5 beer, wine & wells",$6–$16 bites,8:00:00 PM,10:00:00 PM,0,0,0,1,0,0,0,5,$5 beer,6,$6–$16 bites
Fremont,Horse Trailer Hideout,Horse Trailer Hideout,Mon–Fri,3:00 PM,6:00 PM,"$4 select drafts, $5 wells, ½ off specialty cocktails",—,3:00:00 PM,6:00:00 PM,0,1,1,1,1,1,0,4,$4 select drafts,0,
Fremont,Horse Trailer Hideout,Horse Trailer Hideout,Sun–Thu,10:00 PM,12:00 AM,"$4 select drafts, $5 wells, ½ off specialty cocktails",—,10:00:00 PM,12:00:00 AM,1,1,1,1,1,0,0,4,$4 select drafts,0,
Fremont,John Cutter Saloon,John Cutter Saloon,Daily,4:00 PM,6:00 PM,"$5 bottled beer, $6 wells, $7 wine, $9 martinis",50% off select starters,4:00:00 PM,6:00:00 PM,1,1,1,1,1,1,1,5,$5 bottled beer,50,50% off select starters
Fremont,John Cutter Saloon,John Cutter Saloon,Daily,12:00 AM,6:00 AM,"$5 bottled beer, $6 wells, $7 wine, $9 martinis",50% off select starters,12:00:00 AM,6:00:00 AM,1,1,1,1,1,1,1,5,$5 bottled beer,50,50% off select starters
Fremont,Le Thai,Le Thai,Mon–Thu,4:00 PM,6:00 PM,"$5 beer, $6 wells, 20% off wine",$10–$12 appetizers,4:00:00 PM,6:00:00 PM,0,1,1,1,1,0,0,5,$5 beer,10,$10–$12 appetizers
Fremont,Le Thai,Le Thai,Saturday,11:30 AM,4:00 PM,"$5 mimosas, 20% off wine",—,11:30:00 AM,4:00:00 PM,0,0,0,0,0,0,1,5,$5 mimosas,0,
Fremont,Letty’s de Leticia’s Cocina,Letty’s de Leticia’s Cocina,Mon–Thu,3:00 PM,6:00 PM,"$4 domestic beer, $5 imports, ½ off cocktails","20% off appetizers, beer buckets & pitchers",3:00:00 PM,6:00:00 PM,0,1,1,1,1,0,0,4,$4 domestic beer,20,20% off appetizers
Fremont,Letty’s de Leticia’s Cocina,Letty’s de Leticia’s Cocina,Friday,3:00 PM,5:00 PM,"$4 domestic beer, $5 imports, ½ off cocktails","20% off appetizers, beer buckets & pitchers",3:00:00 PM,5:00:00 PM,0,0,0,0,0,1,0,4,$4 domestic beer,20,20% off appetizers
Fremont,Main St Provisions,Main St Provisions,Daily,Open,6:00 PM,"$5 beer, $7 wine, $7 wells, $9 specialty cocktails",Appetizers,12:00:00 AM,6:00:00 PM,1,1,1,1,1,1,1,5,$5 beer,0,
Fremont,Mickey Finns,Mickey Finns,Mon–Fri,4:00 PM,7:00 PM,"$7 22oz Coors Light, house margaritas & lemonade, $9 cocktails",$8 eats,4:00:00 PM,7:00:00 PM,0,1,1,1,1,1,0,7,$7 22oz Coors Light,8,$8 eats
Fremont,Mickey Finns,Mickey Finns,Tuesday,All Day,All Day,—,2-for-1 burgers & taco plates,12:00:00 AM,11:59:00 PM,0,0,1,0,0,0,0,0,,2,2-for-1 burgers & taco plates
Fremont,Misterio Mezcal Bar,Misterio Mezcal Bar,Mon–Thu,Varies,Varies,Happy Hour drink specials,Happy Hour food specials,,,0,1,1,1,1,0,0,0,,0,
Fremont,Mob Museum,The Starlight Plaza,Sun–Thu,5:00 PM,7:00 PM,"$5 beer, wine & classic cocktails",—,5:00:00 PM,7:00:00 PM,1,1,1,1,1,0,0,5,$5 beer,0,
Fremont,Mob Museum,The Underground Speakeasy,Varies,Varies,Varies,Ask about current drink specials,—,,,0,0,0,0,0,0,0,0,,0,
Fremont,Mob Museum,Nacho Daddy,Mon–Thu,3:00 PM,6:00 PM,"$5 margaritas, draft beer, house wine & wells",$7 bites,3:00:00 PM,6:00:00 PM,0,1,1,1,1,0,0,5,$5 margaritas,7,$7 bites
Fremont,Palate,Palate,Wed–Fri,3:00 PM,6:00 PM,"$5 beer & seltzer, $8 wine, $8 wells, $9 specialty cocktails",$7–$10 eats,3:00:00 PM,6:00:00 PM,0,0,0,1,1,1,0,5,$5 beer & seltzer,7,$7–$10 eats
Fremont,Palate,Palate,Saturday,4:00 PM,6:00 PM,"$5 beer & seltzer, $8 wine, $8 wells, $9 specialty cocktails",$7–$10 eats,4:00:00 PM,6:00:00 PM,0,0,0,0,0,0,1,5,$5 beer & seltzer,7,$7–$10 eats
Fremont,Palate,Palate,Wednesday,All Day,All Day,—,$1 oysters,12:00:00 AM,11:59:00 PM,0,0,0,1,0,0,0,0,,1,$1 oysters
Fremont,Park on Fremont,Park on Fremont,Tue–Thu,5:00 PM,7:00 PM,"$5 select drafts, $7 wells, sparkling & house wine, $9 cocktail of the day","$5–$9 eats, $15 burger & beer",5:00:00 PM,7:00:00 PM,0,0,1,1,1,0,0,5,$5 select drafts,5,$5–$9 eats
Fremont,Park on Fremont,Park on Fremont,Fri–Sun,4:00 PM,6:00 PM,"$5 select drafts, $7 wells, sparkling & house wine, $9 cocktail of the day","$5–$9 eats, $15 burger & beer",4:00:00 PM,6:00:00 PM,1,0,0,0,0,1,1,5,$5 select drafts,5,$5–$9 eats
Fremont,Downtown Grand,Pizza Rock,Mon–Thu,3:00 PM,6:00 PM,"$2 off beer & wine, $5 24oz PBR, $9 cocktails","$7–$9 eats, $8–$9 personal pizza",3:00:00 PM,6:00:00 PM,0,1,1,1,1,0,0,2,$2 off beer & wine,7,$7–$9 eats
Fremont,Plaza,Hash House A Go Go,Daily,3:00 PM,6:00 PM,"$5 wells, $5 domestic beers",$7 appetizer specials,3:00:00 PM,6:00:00 PM,1,1,1,1,1,1,1,5,$5 wells,7,$7 appetizer specials
Fremont,Plaza,Oscar’s Steakhouse,Daily,5:00 PM,7:00 PM,"$5 domestic beer, $8 wells, $9 wine, $12 martinis",$3–$11 appetizers,5:00:00 PM,7:00:00 PM,1,1,1,1,1,1,1,5,$5 domestic beer,3,$3–$11 appetizers
